day,hour,T_a_C,Majlis_model_C,Majlis_eplus_C,Majlis_mode,Living_model_C,Living_eplus_C,Living_mode,Master_model_C,Master_eplus_C,Master_mode,Bedroom2_model_C,Bedroom2_eplus_C,Bedroom2_mode,Bedroom3_model_C,Bedroom3_eplus_C,Bedroom3_mode,P_total_kW
1,0.00,31.05,24.584,24.564,0,24.619,24.598,0,24.598,24.585,0,24.672,24.739,0,24.672,24.658,0,0.0
1,0.25,30.74,25.104,24.884,0,25.168,25.189,0,25.130,25.088,0,25.262,25.302,0,25.262,25.262,0,0.0
1,0.50,30.45,24.243,24.077,1,24.064,24.225,1,24.012,24.049,1,23.792,23.839,1,23.792,23.715,1,9.0
1,0.75,30.18,23.424,23.137,1,23.022,23.198,1,22.957,23.138,1,22.422,22.467,1,22.422,22.341,1,9.0
1,1.00,29.94,22.645,22.458,1,22.041,22.021,1,23.549,23.677,0,23.132,23.220,0,23.132,23.151,0,3.6
1,1.25,29.72,23.230,23.030,0,22.707,22.735,0,24.084,24.227,0,23.765,23.920,0,23.765,23.666,0,0.0
1,1.50,29.53,23.761,23.658,0,23.309,23.150,0,24.566,24.398,0,24.331,24.412,0,24.331,24.146,0,0.0
1,1.75,29.37,24.244,24.269,0,23.854,23.791,0,25.002,24.713,0,24.837,24.991,0,24.837,24.565,0,0.0
1,2.00,29.24,24.684,24.695,0,24.348,24.256,0,23.807,23.560,1,25.290,25.507,0,25.290,25.113,0,1.8
1,2.25,29.13,25.085,25.142,0,24.797,24.793,0,22.691,22.522,1,23.710,23.845,1,23.710,23.475,1,5.4
1,2.50,29.06,24.128,24.116,1,25.206,25.264,0,23.239,23.059,0,22.254,22.599,1,22.254,21.957,1,5.4
1,2.75,29.01,23.236,23.076,1,23.992,24.138,1,23.745,23.744,0,22.902,23.261,0,22.902,22.722,0,3.6
1,3.00,29.00,22.404,22.453,1,22.868,22.987,1,24.213,24.051,0,23.495,23.767,0,23.495,23.432,0,3.6
1,3.25,29.01,22.957,22.806,0,23.419,23.530,0,24.649,24.532,0,24.040,24.255,0,24.040,24.060,0,0.0
1,3.50,29.06,23.474,23.417,0,23.932,24.316,0,25.057,25.022,0,24.544,24.679,0,24.544,24.503,0,0.0
1,3.75,29.13,23.960,23.797,0,24.412,24.874,0,23.850,23.755,1,25.013,25.128,0,25.013,25.054,0,1.8
1,4.00,29.24,24.420,24.175,0,24.864,25.244,0,22.738,22.443,1,23.464,23.464,1,23.464,23.442,1,5.4
1,4.25,29.37,24.856,24.692,0,25.292,25.779,0,23.306,23.038,0,22.054,22.079,1,22.054,22.052,1,3.6
1,4.50,29.53,25.274,25.272,0,24.110,24.658,1,23.844,23.634,0,22.761,22.686,0,22.761,22.853,0,1.8
1,4.75,29.72,24.350,24.400,1,23.031,23.674,1,24.357,24.165,0,23.425,23.545,0,23.425,23.471,0,3.6
1,5.00,29.94,23.506,23.767,1,22.049,22.641,1,24.849,24.618,0,24.052,24.052,0,24.052,24.078,0,3.6
1,5.25,30.18,22.738,23.165,1,22.749,23.382,0,25.323,25.193,0,24.648,24.420,0,24.648,24.745,0,1.8
1,5.50,30.45,23.368,23.827,0,23.416,23.919,0,24.192,24.004,1,25.216,25.011,0,25.216,25.484,0,1.8
1,5.75,30.74,23.974,24.244,0,24.055,24.455,0,23.163,23.148,1,23.774,23.547,1,23.774,23.977,1,5.4
1,6.00,31.05,24.559,24.816,0,24.670,24.878,0,22.231,22.242,1,22.477,22.156,1,22.477,22.752,1,5.4
1,6.25,31.38,25.127,25.358,0,25.263,25.730,0,22.980,23.022,0,23.302,23.144,0,23.302,23.413,0,0.0
1,6.50,31.74,24.355,24.547,1,24.249,24.708,1,23.701,23.936,0,24.088,23.785,0,24.088,24.292,0,3.6
1,6.75,32.11,23.663,23.915,1,23.339,23.939,1,24.396,24.689,0,24.840,24.572,0,24.840,24.969,0,3.6
1,7.00,32.50,23.046,23.105,1,22.526,23.090,1,25.070,25.311,0,25.562,25.514,0,25.562,25.614,0,3.6
1,7.25,32.90,22.501,22.597,1,23.394,23.710,0,24.134,24.307,1,24.270,24.252,1,24.270,24.403,1,7.2
1,7.50,33.32,23.349,23.631,0,24.229,24.508,0,23.295,23.324,1,23.119,23.147,1,23.119,23.293,1,5.4
1,7.75,33.75,24.167,24.487,0,25.033,25.199,0,22.548,22.702,1,22.099,22.132,1,22.099,22.329,1,5.4
1,8.00,34.19,24.958,25.419,0,24.219,24.443,1,23.476,23.648,0,23.186,23.423,0,23.186,23.418,0,1.8
1,8.25,34.63,25.726,26.100,0,23.501,23.716,1,24.369,24.692,0,24.221,24.445,0,24.221,24.484,0,1.8
1,8.50,35.09,25.146,25.644,1,22.869,23.000,1,25.231,25.326,0,25.207,25.438,0,25.207,25.468,0,3.6
1,8.75,35.54,24.639,25.005,1,23.910,24.134,0,24.473,24.627,1,24.162,24.274,1,24.162,24.451,1,7.2
1,9.00,36.00,24.199,24.502,1,24.907,24.927,0,23.803,23.993,1,23.241,23.338,1,23.241,23.424,1,7.2
1,9.25,36.46,23.822,24.166,1,25.863,25.941,0,23.215,23.320,1,22.434,22.560,1,22.434,22.704,1,7.2
1,9.50,36.91,23.503,23.717,1,25.192,25.309,1,22.701,22.796,1,23.719,24.049,0,23.719,23.767,0,5.4
1,9.75,37.37,23.239,23.525,1,24.605,24.673,1,23.847,23.921,0,24.935,25.414,0,24.935,24.977,0,3.6
1,10.00,37.81,23.024,23.584,1,24.095,24.102,1,24.942,25.049,0,26.087,26.471,0,26.087,26.053,0,3.6
1,10.25,38.25,22.855,23.367,1,23.657,23.629,1,25.990,26.109,0,25.193,25.337,1,25.193,25.372,1,7.2
1,10.50,38.68,24.052,24.491,0,23.284,23.471,1,25.404,25.397,1,24.408,24.566,1,24.408,24.900,1,7.2
1,10.75,39.10,25.195,25.473,0,22.970,22.956,1,24.890,24.821,1,23.722,23.910,1,23.722,24.238,1,7.2
1,11.00,39.50,24.962,25.386,1,24.299,24.256,0,24.442,24.199,1,23.126,23.253,1,23.126,23.720,1,7.2
1,11.25,39.89,24.772,25.216,1,25.559,25.280,0,24.054,23.831,1,22.612,22.860,1,22.612,23.369,1,7.2
1,11.50,40.26,24.621,25.097,1,25.161,24.949,1,23.721,23.380,1,24.158,24.301,0,24.158,24.844,0,5.4
1,11.75,40.62,24.506,25.002,1,24.820,24.700,1,23.437,23.076,1,25.606,25.624,0,25.606,26.142,0,5.4
1,12.00,40.95,24.422,24.712,1,24.530,24.500,1,23.198,22.611,1,24.974,24.958,1,24.974,25.504,1,9.0
1,12.25,41.26,24.366,24.832,1,24.285,24.267,1,22.999,22.584,1,24.420,24.368,1,24.420,24.819,1,9.0
1,12.50,41.55,24.334,24.663,1,24.080,24.250,1,24.425,24.164,0,23.936,23.936,1,23.936,24.644,1,7.2
1,12.75,41.82,24.323,24.615,1,23.911,24.139,1,25.767,25.567,0,23.514,23.493,1,23.514,24.393,1,7.2
1,13.00,42.06,24.330,24.796,1,23.772,23.807,1,25.440,25.215,1,23.147,23.168,1,23.147,24.020,1,9.0
1,13.25,42.28,24.351,24.588,1,23.660,23.416,1,25.153,24.734,1,22.828,22.840,1,22.828,23.603,1,9.0
1,13.50,42.47,24.384,24.644,1,23.571,23.257,1,24.899,24.384,1,24.538,24.355,0,24.538,25.270,0,5.4
1,13.75,42.63,24.426,24.710,1,23.500,23.339,1,24.676,24.302,1,26.121,25.938,0,26.121,26.920,0,5.4
1,14.00,42.76,24.475,24.712,1,23.444,23.219,1,24.478,24.082,1,25.596,25.375,1,25.596,26.089,1,9.0
1,14.25,42.87,24.527,24.762,1,23.401,23.229,1,24.302,23.905,1,25.123,24.856,1,25.123,25.606,1,9.0
1,14.50,42.94,24.581,25.024,1,23.366,23.216,1,24.144,23.729,1,24.696,24.399,1,24.696,25.123,1,9.0
1,14.75,42.99,24.634,24.862,1,23.338,23.187,1,24.000,23.634,1,24.307,24.217,1,24.307,24.790,1,9.0
1,15.00,43.00,24.685,25.030,1,23.313,23.090,1,23.868,23.614,1,23.952,23.761,1,23.952,24.419,1,9.0
1,15.25,42.99,24.731,25.098,1,23.288,22.994,1,23.745,23.743,1,23.624,23.507,1,23.624,23.846,1,9.0
1,15.50,42.94,24.770,25.176,1,23.262,22.948,1,23.627,23.625,1,23.320,23.260,1,23.320,23.561,1,9.0
1,15.75,42.87,24.802,24.891,1,23.232,22.808,1,23.512,23.598,1,23.035,23.105,1,23.035,23.451,1,9.0
1,16.00,42.76,24.824,25.148,1,23.197,22.564,1,23.398,23.563,1,22.765,22.645,1,22.765,23.308,1,9.0
1,16.25,42.63,24.836,25.161,1,23.154,22.446,1,23.283,23.659,1,24.494,24.447,0,24.494,24.785,0,5.4
1,16.50,42.47,24.835,25.168,1,23.103,22.376,1,23.164,23.515,1,26.067,25.980,0,26.067,26.472,0,5.4
1,16.75,42.28,24.821,24.928,1,23.041,22.425,1,23.040,23.562,1,25.507,25.349,1,25.507,25.893,1,9.0
1,17.00,42.06,24.793,24.916,1,22.967,22.329,1,22.910,23.452,1,24.975,24.843,1,24.975,25.224,1,9.0
1,17.25,41.82,24.750,25.099,1,24.471,23.994,0,24.361,24.831,0,24.467,24.287,1,24.467,24.610,1,5.4
1,17.50,41.55,24.691,25.172,1,25.843,25.395,0,25.689,26.164,0,23.979,23.800,1,23.979,24.172,1,5.4
1,17.75,41.26,24.616,25.033,1,25.499,25.189,1,25.310,25.717,1,23.508,23.425,1,23.508,23.751,1,9.0
1,18.00,40.95,24.524,24.884,1,25.158,24.774,1,24.936,25.196,1,23.049,22.904,1,23.049,23.166,1,9.0
1,18.25,40.62,24.416,24.856,1,24.817,24.466,1,24.565,24.977,1,22.601,22.689,1,22.601,22.708,1,9.0
1,18.50,40.26,24.290,24.477,1,24.476,24.113,1,24.195,24.557,1,24.148,24.084,0,24.148,24.218,0,5.4
1,18.75,39.89,24.147,24.354,1,24.132,23.749,1,23.825,24.064,1,25.537,25.407,0,25.537,25.787,0,5.4
1,19.00,39.50,23.987,24.152,1,23.784,23.339,1,23.454,23.626,1,24.791,24.766,1,24.791,24.945,1,9.0
1,19.25,39.10,23.809,24.023,1,23.433,23.120,1,23.080,23.320,1,24.074,24.185,1,24.074,24.154,1,9.0
1,19.50,38.68,23.615,23.960,1,23.076,22.698,1,22.703,22.874,1,23.381,23.596,1,23.381,23.540,1,9.0
1,19.75,38.25,23.405,23.716,1,22.714,22.229,1,23.913,24.130,0,22.710,22.843,1,22.710,22.756,1,7.2
1,20.00,37.81,23.178,23.370,1,23.936,23.530,0,25.003,24.959,0,24.046,24.200,0,24.046,24.106,0,1.8
1,20.25,37.37,22.936,23.030,1,25.034,24.794,0,24.393,24.423,1,25.235,25.316,0,25.235,25.219,0,3.6
1,20.50,36.91,24.005,24.183,0,24.425,24.024,1,23.795,23.783,1,24.301,24.313,1,24.301,24.294,1,7.2
1,20.75,36.46,24.966,25.156,0,23.827,23.471,1,23.207,23.325,1,23.406,23.439,1,23.406,23.367,1,7.2
1,21.00,36.00,25.829,25.836,0,23.240,23.008,1,22.628,22.794,1,22.548,22.717,1,22.548,22.434,1,7.2
1,21.25,35.54,25.274,25.283,1,22.663,22.446,1,23.648,23.787,0,23.710,23.863,0,23.710,23.428,0,3.6
1,21.50,35.09,24.726,24.846,1,23.684,23.570,0,24.561,24.815,0,24.739,25.092,0,24.739,24.451,0,1.8
1,21.75,34.63,24.184,24.287,1,24.596,24.494,0,25.376,25.825,0,25.645,25.797,0,25.645,25.437,0,1.8
1,22.00,34.19,23.649,23.544,1,25.405,24.998,0,24.511,24.686,1,24.452,24.456,1,24.452,24.377,1,7.2
1,22.25,33.75,23.121,22.909,1,24.531,24.137,1,23.676,23.702,1,23.322,23.384,1,23.322,23.139,1,9.0
1,22.50,33.32,22.600,22.587,1,23.690,23.214,1,22.871,22.807,1,22.249,22.317,1,22.249,22.087,1,9.0
1,22.75,32.90,23.412,23.592,0,22.881,22.468,1,23.683,23.489,0,23.218,23.226,0,23.218,23.013,0,1.8
1,23.00,32.50,24.138,24.398,0,23.693,23.367,0,24.408,24.219,0,24.074,24.164,0,24.074,23.834,0,0.0
1,23.25,32.11,24.786,25.002,0,24.414,24.143,0,25.052,25.056,0,24.827,24.899,0,24.827,24.574,0,0.0
1,23.50,31.74,25.363,25.416,0,25.053,24.893,0,24.034,23.970,1,25.487,25.585,0,25.487,25.061,0,1.8
1,23.75,31.38,24.549,24.738,1,24.028,23.722,1,23.063,22.918,1,24.076,24.265,1,24.076,23.553,1,9.0
2,0.00,31.05,23.769,23.928,1,23.055,22.788,1,22.138,21.894,1,22.754,23.053,1,22.754,22.440,1,9.0
2,0.25,30.74,23.022,22.899,1,22.131,21.714,1,22.847,22.720,0,23.503,23.647,0,23.503,23.179,0,3.6
2,0.50,30.45,22.307,22.213,1,22.845,22.554,0,23.484,23.344,0,24.166,24.304,0,24.166,23.793,0,1.8
2,0.75,30.18,22.948,23.038,0,23.485,23.163,0,24.056,23.969,0,24.752,24.828,0,24.752,24.428,0,0.0
2,1.00,29.94,23.527,23.586,0,24.059,23.749,0,24.570,24.376,0,25.270,25.414,0,25.270,25.126,0,0.0
2,1.25,29.72,24.051,24.137,0,24.574,24.384,0,25.031,24.951,0,23.739,23.959,1,23.739,23.642,1,3.6
2,1.50,29.53,24.525,24.630,0,25.036,24.970,0,23.855,23.791,1,22.320,22.424,1,22.320,22.234,1,5.4
2,1.75,29.37,24.954,24.794,0,23.861,23.801,1,22.752,22.742,1,22.992,23.204,0,22.992,22.931,0,3.6
2,2.00,29.24,25.344,25.325,0,22.764,22.711,1,23.309,23.184,0,23.597,23.653,0,23.597,23.441,0,1.8
2,2.25,29.13,24.374,24.173,1,23.332,23.361,0,23.819,23.682,0,24.144,24.248,0,24.144,24.011,0,1.8
2,2.50,29.06,23.467,23.427,1,23.851,24.007,0,24.286,24.090,0,24.639,24.707,0,24.639,24.464,0,1.8
2,2.75,29.01,22.620,22.365,1,24.329,24.551,0,24.717,24.675,0,25.090,25.151,0,25.090,24.881,0,1.8
2,3.00,29.00,23.157,23.075,0,24.769,24.683,0,25.115,25.098,0,23.515,23.584,1,23.515,23.267,1,3.6
2,3.25,29.01,23.657,23.771,0,25.177,25.219,0,23.896,23.851,1,22.072,22.125,1,22.072,21.808,1,5.4
2,3.50,29.06,24.125,24.159,0,23.969,23.846,1,22.768,22.883,1,22.738,22.884,0,22.738,22.584,0,3.6
2,3.75,29.13,24.566,24.448,0,22.856,23.000,1,23.316,23.645,0,23.356,23.506,0,23.356,23.123,0,1.8
2,4.00,29.24,24.983,24.760,0,23.425,23.605,0,23.832,24.025,0,23.931,24.063,0,23.931,23.835,0,0.0
2,4.25,29.37,25.380,24.976,0,23.961,24.368,0,24.321,24.672,0,24.470,24.470,0,24.470,24.236,0,0.0
2,4.50,29.53,24.436,24.034,1,24.469,24.709,0,24.786,25.072,0,24.978,24.730,0,24.978,24.743,0,1.8
2,4.75,29.72,23.571,23.453,1,24.953,25.033,0,25.232,25.458,0,25.459,25.093,0,25.459,25.314,0,1.8
2,5.00,29.94,22.782,22.645,1,25.417,25.726,0,24.071,24.298,1,23.931,23.566,1,23.931,23.858,1,7.2
2,5.25,30.18,23.389,23.198,0,24.274,24.388,1,23.010,23.249,1,22.549,22.204,1,22.549,22.501,1,7.2
2,5.50,30.45,23.973,23.852,0,23.237,23.278,1,22.046,22.308,1,23.291,23.147,0,23.291,23.132,0,3.6
2,5.75,30.74,24.537,24.662,0,22.299,22.306,1,22.762,22.911,0,23.995,24.098,0,23.995,23.868,0,1.8
2,6.00,31.05,25.083,25.381,0,23.046,23.152,0,23.448,23.392,0,24.667,24.771,0,24.667,24.498,0,0.0
2,6.25,31.38,24.289,24.376,1,23.761,23.640,0,24.110,24.071,0,25.311,25.462,0,25.311,25.200,0,1.8
2,6.50,31.74,23.575,23.612,1,24.449,24.243,0,24.749,24.602,0,23.944,24.026,1,23.944,23.736,1,5.4
2,6.75,32.11,22.938,22.944,1,25.114,24.926,0,25.369,25.135,0,22.720,22.772,1,22.720,22.453,1,5.4
2,7.00,32.50,23.697,23.702,0,24.168,24.060,1,24.383,24.192,1,23.617,23.709,0,23.617,23.204,0,3.6
2,7.25,32.90,24.432,24.385,0,23.323,23.260,1,23.496,23.398,1,24.473,24.403,0,24.473,24.118,0,3.6
2,7.50,33.32,25.144,25.265,0,22.573,22.495,1,22.704,22.604,1,25.293,25.273,0,25.293,24.999,0,3.6
2,7.75,33.75,24.511,24.711,1,23.501,23.439,0,23.589,23.517,0,24.093,24.000,1,24.093,23.811,1,5.4
2,8.00,34.19,23.954,24.303,1,24.393,24.312,0,24.442,24.358,0,23.029,22.898,1,23.029,22.857,1,5.4
2,8.25,34.63,23.466,23.665,1,25.251,25.290,0,25.266,25.084,0,22.089,21.869,1,22.089,21.956,1,5.4
2,8.50,35.09,23.045,23.241,1,24.489,24.560,1,24.473,24.430,1,23.251,23.014,0,23.251,23.178,0,5.4
2,8.75,35.54,22.685,22.738,1,23.818,24.035,1,23.770,23.803,1,24.355,24.193,0,24.355,24.309,0,5.4
2,9.00,36.00,23.707,23.649,0,23.231,23.387,1,23.150,23.237,1,25.406,25.258,0,25.406,25.377,0,3.6
2,9.25,36.46,24.689,24.454,0,22.723,22.886,1,22.609,22.608,1,24.420,24.183,1,24.420,24.378,1,7.2
2,9.50,36.91,25.635,25.172,0,23.878,24.109,0,23.729,23.825,0,23.553,23.335,1,23.553,23.411,1,3.6
2,9.75,37.37,25.221,24.677,1,24.979,25.169,0,24.800,24.612,0,22.795,22.616,1,22.795,22.737,1,5.4
2,10.00,37.81,24.867,24.335,1,26.032,26.142,0,25.827,25.678,0,24.124,23.997,0,24.124,24.186,0,1.8
2,10.25,38.25,24.569,24.093,1,25.448,25.463,1,25.222,25.035,1,25.380,25.282,0,25.380,25.598,0,5.4
2,10.50,38.68,24.322,23.850,1,24.940,24.826,1,24.691,24.424,1,24.579,24.291,1,24.579,24.811,1,9.0
2,10.75,39.10,24.121,23.512,1,24.502,24.248,1,24.228,23.764,1,23.879,23.512,1,23.879,24.147,1,9.0
2,11.00,39.50,23.963,23.238,1,24.127,23.685,1,23.827,23.430,1,23.271,22.908,1,23.271,23.557,1,9.0
2,11.25,39.89,23.842,23.290,1,23.809,23.410,1,23.484,22.979,1,22.744,22.406,1,22.744,23.054,1,9.0
2,11.50,40.26,23.757,23.181,1,23.543,23.009,1,23.192,22.863,1,24.279,23.935,0,24.279,24.515,0,5.4
2,11.75,40.62,23.702,23.186,1,23.323,22.968,1,22.946,22.680,1,25.717,25.375,0,25.717,26.001,0,5.4
2,12.00,40.95,23.674,23.500,1,23.145,22.995,1,24.333,24.169,0,25.076,24.661,1,25.076,25.724,1,7.2
2,12.25,41.26,23.670,23.351,1,23.004,22.824,1,25.642,25.415,0,24.514,24.296,1,24.514,25.141,1,7.2
2,12.50,41.55,23.687,23.207,1,22.895,22.765,1,25.287,25.145,1,24.022,23.796,1,24.022,24.459,1,9.0
2,12.75,41.82,23.722,23.192,1,24.405,24.235,0,24.978,24.853,1,23.593,23.339,1,23.593,24.063,1,7.2
2,13.00,42.06,23.770,23.165,1,25.819,25.455,0,24.708,24.511,1,23.219,23.120,1,23.219,23.582,1,7.2
2,13.25,42.28,23.831,23.602,1,25.553,25.285,1,24.473,24.164,1,22.894,22.725,1,22.894,23.246,1,9.0
2,13.50,42.47,23.900,23.536,1,25.322,25.371,1,24.268,23.878,1,24.599,24.512,0,24.599,25.069,0,5.4
2,13.75,42.63,23.976,23.633,1,25.120,25.042,1,24.090,23.708,1,26.176,26.133,0,26.176,26.691,0,5.4
2,14.00,42.76,24.056,23.755,1,24.943,24.702,1,23.935,23.596,1,25.647,25.543,1,25.647,25.882,1,9.0
2,14.25,42.87,24.138,23.773,1,24.787,24.396,1,23.798,23.559,1,25.170,25.263,1,25.170,25.576,1,9.0
2,14.50,42.94,24.219,23.813,1,24.649,24.239,1,23.676,23.539,1,24.739,24.924,1,24.739,25.060,1,9.0
2,14.75,42.99,24.298,23.913,1,24.524,24.425,1,23.566,23.431,1,24.347,24.467,1,24.347,24.648,1,9.0
2,15.00,43.00,24.372,24.104,1,24.410,24.196,1,23.465,23.316,1,23.988,23.984,1,23.988,24.230,1,9.0
2,15.25,42.99,24.440,24.452,1,24.303,24.201,1,23.371,23.225,1,23.658,23.565,1,23.658,23.843,1,9.0
2,15.50,42.94,24.500,24.653,1,24.201,24.040,1,23.280,23.313,1,23.351,23.136,1,23.351,23.488,1,9.0
2,15.75,42.87,24.550,24.924,1,24.100,23.711,1,23.190,23.355,1,23.063,22.692,1,23.063,23.177,1,9.0
2,16.00,42.76,24.590,24.903,1,24.000,23.750,1,23.099,22.890,1,22.791,22.273,1,22.791,22.834,1,9.0
2,16.25,42.63,24.618,24.904,1,23.897,23.563,1,23.005,22.792,1,24.518,23.938,0,24.518,24.514,0,5.4
2,16.50,42.47,24.632,24.776,1,23.790,23.519,1,22.906,22.780,1,26.088,25.704,0,26.088,26.017,0,5.4
2,16.75,42.28,24.633,24.719,1,23.677,23.439,1,24.391,24.244,0,25.527,25.176,1,25.527,25.299,1,7.2
2,17.00,42.06,24.618,24.745,1,23.555,23.230,1,25.754,25.513,0,24.993,24.525,1,24.993,24.910,1,7.2
2,17.25,41.82,24.587,24.683,1,23.425,23.272,1,25.410,25.225,1,24.484,23.899,1,24.484,24.295,1,9.0
2,17.50,41.55,24.539,24.728,1,23.285,23.054,1,25.073,24.782,1,23.995,23.451,1,23.995,23.806,1,9.0
2,17.75,41.26,24.475,24.508,1,23.133,22.886,1,24.738,24.423,1,23.522,22.784,1,23.522,23.405,1,9.0
2,18.00,40.95,24.393,24.314,1,22.970,22.906,1,24.406,23.991,1,23.062,22.247,1,23.062,23.081,1,9.0
2,18.25,40.62,24.294,24.008,1,24.383,24.248,0,24.073,23.767,1,22.613,21.848,1,22.613,22.457,1,7.2
2,18.50,40.26,24.177,23.945,1,25.664,25.519,0,23.738,23.609,1,24.159,23.527,0,24.159,24.336,0,3.6
2,18.75,39.89,24.041,23.610,1,25.231,25.097,1,23.401,23.164,1,25.547,25.088,0,25.547,25.792,0,5.4
2,19.00,39.50,23.889,23.602,1,24.801,24.586,1,23.060,22.762,1,24.800,24.193,1,24.800,25.200,1,9.0
2,19.25,39.10,23.718,23.529,1,24.373,24.148,1,22.715,22.552,1,24.082,23.608,1,24.082,24.544,1,9.0
2,19.50,38.68,23.530,23.141,1,23.946,23.656,1,23.954,23.830,0,23.389,22.996,1,23.389,23.905,1,7.2
2,19.75,38.25,23.326,22.839,1,23.519,23.273,1,25.074,25.212,0,22.717,22.430,1,22.717,23.273,1,7.2
2,20.00,37.81,23.105,22.664,1,23.091,22.964,1,24.491,24.820,1,24.053,23.804,0,24.053,24.680,0,5.4
2,20.25,37.37,22.868,22.353,1,22.661,22.619,1,23.918,24.316,1,25.241,24.945,0,25.241,25.921,0,5.4
2,20.50,36.91,23.941,23.387,0,23.820,23.684,0,23.353,23.712,1,24.306,24.226,1,24.306,24.951,1,5.4
2,20.75,36.46,24.907,24.535,0,24.858,24.646,0,22.797,23.128,1,23.411,23.226,1,23.411,23.932,1,5.4
2,21.00,36.00,25.774,25.551,0,25.784,25.588,0,23.838,24.300,0,22.553,22.366,1,22.553,23.000,1,3.6
2,21.25,35.54,25.223,25.195,1,25.016,24.760,1,24.770,25.015,0,23.714,23.671,0,23.714,24.160,0,3.6
2,21.50,35.09,24.678,24.361,1,24.271,24.047,1,25.603,25.777,0,24.742,24.871,0,24.742,25.067,0,3.6
2,21.75,34.63,24.140,23.776,1,23.548,23.235,1,24.753,24.790,1,25.648,25.697,0,25.648,25.791,0,5.4
2,22.00,34.19,23.608,23.141,1,22.846,22.368,1,23.933,23.796,1,24.456,24.350,1,24.456,24.529,1,9.0
2,22.25,33.75,23.083,22.570,1,23.754,23.174,0,23.139,23.071,1,23.325,23.225,1,23.325,23.346,1,7.2
2,22.50,33.32,22.565,22.041,1,24.562,24.234,0,22.373,22.338,1,22.252,22.208,1,22.252,22.000,1,7.2
2,22.75,32.90,23.379,22.819,0,25.277,24.718,0,23.221,23.142,0,23.221,23.217,0,23.221,22.924,0,0.0
2,23.00,32.50,24.107,23.673,0,24.319,23.691,1,23.979,23.973,0,24.076,23.924,0,24.076,23.782,0,1.8
2,23.25,32.11,24.757,24.424,0,23.403,22.903,1,24.654,24.635,0,24.829,24.878,0,24.829,24.521,0,1.8
2,23.50,31.74,25.336,24.975,0,22.528,21.742,1,25.254,25.437,0,25.489,25.498,0,25.489,25.088,0,1.8
2,23.75,31.38,24.525,24.378,1,23.283,22.725,0,24.196,24.372,1,24.078,23.948,1,24.078,23.761,1,7.2
3,0.00,31.05,23.746,23.530,1,23.955,23.311,0,23.189,23.467,1,22.756,22.434,1,22.756,22.530,1,7.2
3,0.25,30.74,23.001,22.868,1,24.554,24.224,0,22.233,22.519,1,23.504,23.017,0,23.504,23.214,0,3.6
3,0.50,30.45,22.287,22.176,1,25.086,24.832,0,22.914,23.283,0,24.167,23.541,0,24.167,23.871,0,1.8
3,0.75,30.18,22.929,22.961,0,23.968,23.928,1,23.527,24.070,0,24.753,24.152,0,24.753,24.601,0,1.8
3,1.00,29.94,23.510,23.770,0,22.916,23.026,1,24.079,24.649,0,25.271,24.809,0,25.271,25.052,0,1.8
3,1.25,29.72,24.035,24.073,0,23.516,23.736,0,24.575,25.049,0,23.740,23.323,1,23.740,23.483,1,3.6
3,1.50,29.53,24.510,24.491,0,24.057,24.283,0,25.022,25.333,0,22.321,21.951,1,22.321,22.115,1,3.6
3,1.75,29.37,24.940,24.913,0,24.546,24.658,0,23.835,24.204,1,22.993,22.840,0,22.993,22.744,0,1.8
3,2.00,29.24,25.331,25.473,0,24.988,25.198,0,22.724,22.756,1,23.598,23.387,0,23.598,23.308,0,1.8
3,2.25,29.13,24.362,24.596,1,25.389,25.601,0,23.276,23.358,0,24.145,24.016,0,24.145,23.789,0,1.8
3,2.50,29.06,23.456,23.565,1,24.164,24.206,1,23.782,23.837,0,24.640,24.513,0,24.640,24.338,0,3.6
3,2.75,29.01,22.610,22.610,1,23.028,23.176,1,24.249,24.402,0,25.091,25.125,0,25.091,24.894,0,3.6
3,3.00,29.00,23.147,23.173,0,21.976,22.191,1,24.681,24.888,0,23.516,23.484,1,23.516,23.473,1,5.4
3,3.25,29.01,23.648,23.903,0,22.594,23.029,0,25.083,25.273,0,22.072,22.074,1,22.072,22.077,1,3.6
3,3.50,29.06,24.117,24.346,0,23.169,23.636,0,23.869,24.027,1,22.739,22.722,0,22.739,22.927,0,1.8
3,3.75,29.13,24.558,24.787,0,23.706,24.135,0,22.749,22.990,1,23.356,23.356,0,23.356,23.557,0,1.8
3,4.00,29.24,24.976,25.173,0,24.211,24.448,0,23.306,23.520,0,23.932,23.822,0,23.932,24.134,0,0.0
3,4.25,29.37,25.374,25.391,0,24.688,25.013,0,23.833,24.110,0,24.470,24.399,0,24.470,24.642,0,0.0
3,4.50,29.53,24.430,24.502,1,25.142,25.194,0,24.333,24.458,0,24.978,24.899,0,24.978,25.169,0,1.8
3,4.75,29.72,23.565,23.619,1,23.985,23.910,1,24.811,24.939,0,25.459,25.345,0,25.459,25.519,0,3.6
3,5.00,29.94,22.776,22.870,1,22.931,22.838,1,25.270,25.521,0,23.931,23.892,1,23.931,24.062,1,7.2
3,5.25,30.18,23.384,23.512,0,23.565,23.378,0,24.124,24.243,1,22.549,22.373,1,22.549,22.968,1,5.4
3,5.50,30.45,23.969,23.938,0,24.171,23.977,0,23.079,23.146,1,23.291,23.105,0,23.291,23.607,0,1.8
3,5.75,30.74,24.533,24.252,0,24.754,24.457,0,22.130,22.033,1,23.995,23.816,0,23.995,24.208,0,1.8
