day,hour,T_a_C,Majlis_model_C,Majlis_eplus_C,Majlis_mode,Living_model_C,Living_eplus_C,Living_mode,Master_model_C,Master_eplus_C,Master_mode,Bedroom2_model_C,Bedroom2_eplus_C,Bedroom2_mode,Bedroom3_model_C,Bedroom3_eplus_C,Bedroom3_mode,P_total_kW
17,20.25,37.37,22.868,22.576,1,22.661,22.702,1,23.266,23.746,1,25.241,24.801,0,25.241,25.517,0,5.4
17,20.50,36.91,23.941,23.750,0,23.820,23.972,0,22.748,23.306,1,24.306,24.005,1,24.306,24.559,1,5.4
17,20.75,36.46,24.907,24.829,0,24.858,24.999,0,23.825,24.161,0,23.411,23.227,1,23.411,23.698,1,3.6
17,21.00,36.00,25.774,25.686,0,25.784,25.840,0,24.792,25.314,0,22.553,22.297,1,22.553,22.818,1,3.6
17,21.25,35.54,25.223,25.049,1,25.016,25.059,1,25.656,26.255,0,23.714,23.523,0,23.714,23.921,0,3.6
17,21.50,35.09,24.678,24.631,1,24.271,24.424,1,24.835,25.366,1,24.742,24.529,0,24.742,24.853,0,5.4
17,21.75,34.63,24.140,23.842,1,23.548,23.875,1,24.040,24.438,1,25.648,25.346,0,25.648,25.659,0,5.4
17,22.00,34.19,23.608,23.187,1,22.846,23.276,1,23.271,23.620,1,24.456,24.089,1,24.456,24.380,1,9.0
17,22.25,33.75,23.083,22.568,1,23.754,24.278,0,22.526,22.677,1,23.325,23.003,1,23.325,23.308,1,7.2
17,22.50,33.32,22.565,22.151,1,24.562,25.061,0,23.393,23.514,0,22.252,21.737,1,22.252,22.235,1,5.4
17,22.75,32.90,23.379,22.939,0,25.277,25.565,0,24.168,24.440,0,23.221,22.878,0,23.221,23.167,0,0.0
17,23.00,32.50,24.107,23.760,0,24.319,24.579,1,24.858,24.889,0,24.076,23.727,0,24.076,24.119,0,1.8
17,23.25,32.11,24.757,24.430,0,23.403,23.515,1,25.470,25.626,0,24.829,24.548,0,24.829,24.746,0,1.8
17,23.50,31.74,25.336,24.965,0,22.528,22.578,1,24.421,24.450,1,25.489,25.309,0,25.489,25.358,0,3.6
17,23.75,31.38,24.525,24.209,1,23.283,23.545,0,23.423,23.373,1,24.078,23.810,1,24.078,23.960,1,7.2
18,0.00,31.05,23.746,23.401,1,23.955,24.150,0,22.472,22.324,1,22.756,22.366,1,22.756,22.608,1,7.2
18,0.25,30.74,23.001,22.515,1,24.554,24.595,0,23.157,23.346,0,23.504,23.386,0,23.504,23.620,0,1.8
18,0.50,30.45,22.287,21.808,1,25.086,24.989,0,23.772,24.004,0,24.167,23.962,0,24.167,24.242,0,1.8
18,0.75,30.18,22.929,22.373,0,23.968,23.990,1,24.323,24.520,0,24.753,24.599,0,24.753,24.757,0,1.8
18,1.00,29.94,23.510,22.982,0,22.916,22.714,1,24.817,24.984,0,25.271,25.102,0,25.271,25.318,0,1.8
18,1.25,29.72,24.035,23.496,0,23.516,23.213,0,25.260,25.419,0,23.740,23.729,1,23.740,23.768,1,3.6
18,1.50,29.53,24.510,24.266,0,24.057,23.479,0,24.068,24.113,1,22.321,22.285,1,22.321,22.206,1,5.4
18,1.75,29.37,24.940,24.351,0,24.546,24.032,0,22.950,22.877,1,22.993,22.883,0,22.993,22.875,0,1.8
18,2.00,29.24,25.331,24.771,0,24.988,24.449,0,23.493,23.497,0,23.598,23.424,0,23.598,23.611,0,0.0
18,2.25,29.13,24.362,24.024,1,25.389,24.711,0,23.989,23.894,0,24.145,24.077,0,24.145,24.023,0,1.8
18,2.50,29.06,23.456,23.073,1,24.164,23.573,1,24.444,24.472,0,24.640,24.691,0,24.640,24.516,0,3.6
18,2.75,29.01,22.610,22.339,1,23.028,22.536,1,24.863,25.073,0,25.091,25.136,0,25.091,24.965,0,3.6
18,3.00,29.00,23.147,22.877,0,21.976,21.376,1,25.251,25.292,0,23.516,23.299,1,23.516,23.556,1,5.4
18,3.25,29.01,23.648,23.669,0,22.594,21.843,0,24.022,24.155,1,22.072,21.915,1,22.072,22.087,1,5.4
18,3.50,29.06,24.117,24.220,0,23.169,22.481,0,22.885,23.305,1,22.739,22.684,0,22.739,22.670,0,1.8
18,3.75,29.13,24.558,24.504,0,23.706,23.255,0,23.425,23.773,0,23.356,23.287,0,23.356,23.310,0,0.0
18,4.00,29.24,24.976,24.936,0,24.211,23.947,0,23.933,24.140,0,23.932,23.648,0,23.932,23.832,0,0.0
18,4.25,29.37,25.374,25.231,0,24.688,24.372,0,24.415,24.412,0,24.470,24.125,0,24.470,24.228,0,0.0
18,4.50,29.53,24.430,24.430,1,25.142,24.724,0,24.873,24.845,0,24.978,24.805,0,24.978,24.725,0,1.8
18,4.75,29.72,23.565,23.616,1,23.985,23.733,1,25.312,25.352,0,25.459,25.248,0,25.459,25.122,0,3.6
18,5.00,29.94,22.776,22.997,1,22.931,22.727,1,24.145,24.100,1,23.931,23.707,1,23.931,23.623,1,9.0
18,5.25,30.18,23.384,23.343,0,23.565,23.440,0,23.080,23.157,1,22.549,22.285,1,22.549,22.183,1,5.4
18,5.50,30.45,23.969,23.876,0,24.171,24.035,0,22.110,22.408,1,23.291,23.134,0,23.291,22.980,0,1.8
18,5.75,30.74,24.533,24.366,0,24.754,24.640,0,22.821,23.069,0,23.995,23.742,0,23.995,23.671,0,0.0
18,6.00,31.05,25.079,24.988,0,25.316,25.083,0,23.504,23.577,0,24.667,24.425,0,24.667,24.334,0,0.0
18,6.25,31.38,24.285,23.971,1,24.271,24.207,1,24.161,24.361,0,25.311,25.293,0,25.311,24.963,0,3.6
18,6.50,31.74,23.572,23.366,1,23.331,23.423,1,24.797,25.038,0,23.944,24.038,1,23.944,23.648,1,7.2
18,6.75,32.11,22.935,22.684,1,22.490,22.629,1,25.414,25.686,0,22.720,22.870,1,22.720,22.568,1,7.2
18,7.00,32.50,23.694,23.490,0,23.330,23.430,0,24.424,24.803,1,23.617,23.738,0,23.617,23.394,0,1.8
18,7.25,32.90,24.429,24.373,0,24.138,23.967,0,23.534,24.002,1,24.473,24.663,0,24.473,24.272,0,1.8
18,7.50,33.32,25.141,25.246,0,24.917,24.714,0,22.739,23.194,1,25.293,25.326,0,25.293,24.983,0,1.8
18,7.75,33.75,24.509,24.663,1,25.670,25.437,0,23.622,23.902,0,24.094,24.212,1,24.094,23.806,1,5.4
18,8.00,34.19,23.952,24.000,1,24.808,24.579,1,24.473,24.895,0,23.029,23.239,1,23.029,22.776,1,7.2
18,8.25,34.63,23.464,23.595,1,24.045,23.768,1,25.294,25.878,0,22.089,22.404,1,22.089,21.823,1,7.2
18,8.50,35.09,23.043,23.187,1,23.373,23.236,1,24.499,25.134,1,23.251,23.631,0,23.251,23.084,0,5.4
18,8.75,35.54,22.683,22.860,1,22.786,22.468,1,23.794,24.532,1,24.355,24.665,0,24.355,24.230,0,5.4
18,9.00,36.00,23.705,23.860,0,23.867,23.710,0,23.173,23.789,1,25.406,25.573,0,25.406,25.447,0,1.8
18,9.25,36.46,24.688,24.922,0,24.901,24.948,0,22.630,23.179,1,24.420,24.603,1,24.420,24.552,1,5.4
18,9.50,36.91,25.634,25.706,0,25.892,25.745,0,23.748,24.149,0,23.553,23.657,1,23.553,23.858,1,3.6
18,9.75,37.37,25.220,25.632,1,25.253,25.095,1,24.819,25.190,0,22.795,22.858,1,22.795,23.044,1,7.2
18,10.00,37.81,24.866,25.284,1,24.695,24.594,1,25.844,26.138,0,24.124,24.170,0,24.124,24.285,0,3.6
18,10.25,38.25,24.568,24.845,1,24.211,24.072,1,25.237,25.580,1,25.380,25.467,0,25.380,25.469,0,5.4
18,10.50,38.68,24.321,24.701,1,23.796,23.678,1,24.705,25.122,1,24.579,24.640,1,24.579,24.848,1,9.0
18,10.75,39.10,24.120,24.651,1,23.444,23.426,1,24.241,24.780,1,23.879,23.872,1,23.879,24.304,1,9.0
18,11.00,39.50,23.962,24.274,1,23.148,23.142,1,23.840,24.255,1,23.271,23.081,1,23.271,23.517,1,9.0
18,11.25,39.89,23.842,24.064,1,22.904,22.958,1,23.495,23.827,1,22.744,22.664,1,22.744,22.931,1,9.0
18,11.50,40.26,23.756,23.831,1,24.296,24.510,0,23.203,23.638,1,24.279,24.183,0,24.279,24.279,0,3.6
18,11.75,40.62,23.701,23.622,1,25.610,25.739,0,22.956,23.357,1,25.717,25.745,0,25.717,25.724,0,3.6
18,12.00,40.95,23.674,23.641,1,25.260,25.430,1,24.342,24.569,0,25.076,25.210,1,25.076,25.242,1,7.2
18,12.25,41.26,23.670,23.712,1,24.960,25.302,1,25.650,25.826,0,24.514,24.635,1,24.514,24.806,1,7.2
18,12.50,41.55,23.687,23.701,1,24.705,24.937,1,25.295,25.655,1,24.022,24.116,1,24.022,24.201,1,9.0
18,12.75,41.82,23.721,23.733,1,24.488,24.436,1,24.985,25.428,1,23.593,23.807,1,23.593,23.624,1,9.0
18,13.00,42.06,23.770,23.690,1,24.306,24.486,1,24.715,25.222,1,23.219,23.380,1,23.219,23.230,1,9.0
18,13.25,42.28,23.830,23.812,1,24.154,24.490,1,24.479,25.024,1,22.894,23.093,1,22.894,22.882,1,9.0
18,13.50,42.47,23.900,24.092,1,24.028,24.401,1,24.274,24.640,1,24.599,24.741,0,24.599,24.777,0,5.4
18,13.75,42.63,23.976,23.904,1,23.923,24.129,1,24.096,24.487,1,26.176,26.291,0,26.176,26.218,0,5.4
18,14.00,42.76,24.056,23.517,1,23.836,23.981,1,23.940,24.426,1,25.647,25.654,1,25.647,25.564,1,9.0
18,14.25,42.87,24.138,23.758,1,23.763,24.065,1,23.802,24.140,1,25.170,25.143,1,25.170,24.937,1,9.0
18,14.50,42.94,24.219,23.877,1,23.701,23.882,1,23.680,23.965,1,24.739,24.479,1,24.739,24.625,1,9.0
18,14.75,42.99,24.297,23.740,1,23.648,23.645,1,23.570,23.799,1,24.347,23.920,1,24.347,24.075,1,9.0
18,15.00,43.00,24.372,23.742,1,23.599,23.372,1,23.469,23.595,1,23.988,23.594,1,23.988,23.922,1,9.0
18,15.25,42.99,24.440,23.991,1,23.553,23.049,1,23.374,23.464,1,23.658,23.220,1,23.658,23.646,1,9.0
18,15.50,42.94,24.500,24.049,1,23.507,23.096,1,23.283,23.437,1,23.351,22.920,1,23.351,23.167,1,9.0
18,15.75,42.87,24.550,24.089,1,23.459,23.165,1,23.193,23.396,1,23.063,22.657,1,23.063,22.968,1,9.0
18,16.00,42.76,24.590,24.162,1,23.407,22.984,1,23.102,23.304,1,22.791,22.506,1,22.791,22.842,1,9.0
18,16.25,42.63,24.618,24.153,1,23.348,22.983,1,23.008,23.163,1,24.518,24.131,0,24.518,24.597,0,5.4
18,16.50,42.47,24.632,24.088,1,23.282,22.962,1,22.909,22.973,1,26.088,25.684,0,26.088,26.153,0,5.4
18,16.75,42.28,24.632,24.153,1,23.207,22.979,1,24.393,24.405,0,25.527,25.135,1,25.527,25.623,1,7.2
18,17.00,42.06,24.617,24.129,1,23.121,22.919,1,25.756,25.701,0,24.993,24.636,1,24.993,25.166,1,7.2
18,17.25,41.82,24.587,24.257,1,23.023,22.941,1,25.412,25.500,1,24.484,24.177,1,24.484,24.744,1,9.0
18,17.50,41.55,24.539,24.199,1,22.913,22.962,1,25.074,25.239,1,23.995,23.878,1,23.995,24.316,1,9.0
18,17.75,41.26,24.475,24.260,1,24.379,24.462,0,24.740,24.831,1,23.522,23.355,1,23.522,23.899,1,7.2
18,18.00,40.95,24.393,24.027,1,25.712,25.977,0,24.407,24.513,1,23.062,22.971,1,23.062,23.503,1,7.2
18,18.25,40.62,24.294,23.998,1,25.330,25.559,1,24.074,23.925,1,22.613,22.565,1,22.613,23.069,1,9.0
18,18.50,40.26,24.177,23.712,1,24.950,25.179,1,23.740,23.594,1,24.159,24.215,0,24.159,24.391,0,5.4
18,18.75,39.89,24.041,23.548,1,24.570,24.752,1,23.402,23.173,1,25.547,25.615,0,25.547,25.540,0,5.4
18,19.00,39.50,23.888,23.138,1,24.190,24.351,1,23.061,22.917,1,24.800,24.783,1,24.800,24.833,1,9.0
18,19.25,39.10,23.718,23.084,1,23.808,24.023,1,22.716,22.595,1,24.082,23.903,1,24.082,24.112,1,9.0
18,19.50,38.68,23.530,22.977,1,23.423,23.800,1,23.955,23.677,0,23.389,23.447,1,23.389,23.407,1,7.2
18,19.75,38.25,23.326,22.684,1,23.035,23.340,1,25.074,24.951,0,22.717,22.775,1,22.717,22.655,1,7.2
18,20.00,37.81,23.105,22.620,1,22.643,23.037,1,24.492,24.381,1,24.053,24.268,0,24.053,24.217,0,5.4
18,20.25,37.37,22.868,22.105,1,23.838,24.196,0,23.918,24.029,1,25.241,25.482,0,25.241,25.544,0,3.6
18,20.50,36.91,23.941,23.331,0,24.908,25.054,0,23.354,23.382,1,24.306,24.523,1,24.306,24.719,1,5.4
18,20.75,36.46,24.907,24.350,0,25.865,25.937,0,22.798,22.761,1,23.411,23.624,1,23.411,23.804,1,5.4
18,21.00,36.00,25.774,25.583,0,25.125,25.173,1,23.838,23.665,0,22.553,22.803,1,22.553,22.935,1,5.4
18,21.25,35.54,25.223,25.074,1,24.406,24.362,1,24.771,24.668,0,23.714,23.893,0,23.714,24.002,0,3.6
18,21.50,35.09,24.678,24.465,1,23.707,23.787,1,25.604,25.349,0,24.742,24.895,0,24.742,24.973,0,3.6
18,21.75,34.63,24.140,24.049,1,23.027,23.077,1,24.754,24.628,1,25.648,25.713,0,25.648,25.902,0,5.4
18,22.00,34.19,23.608,23.564,1,22.364,22.420,1,23.933,23.997,1,24.456,24.564,1,24.456,24.711,1,9.0
18,22.25,33.75,23.083,23.192,1,23.308,23.405,0,23.140,23.169,1,23.325,23.516,1,23.325,23.789,1,7.2
18,22.50,33.32,22.565,22.587,1,24.149,24.315,0,22.373,22.415,1,22.252,22.433,1,22.252,22.472,1,7.2
18,22.75,32.90,23.379,23.313,0,24.895,24.947,0,23.221,23.421,0,23.221,23.276,0,23.221,23.558,0,0.0
18,23.00,32.50,24.107,23.920,0,25.556,25.581,0,23.979,24.114,0,24.076,24.073,0,24.076,24.217,0,0.0
18,23.25,32.11,24.757,24.777,0,24.547,24.707,1,24.655,24.912,0,24.829,24.919,0,24.829,25.051,0,1.8
18,23.50,31.74,25.336,25.521,0,23.587,23.637,1,25.255,25.551,0,25.489,25.709,0,25.489,25.726,0,1.8
18,23.75,31.38,24.525,24.667,1,22.672,22.610,1,24.196,24.433,1,24.078,24.231,1,24.078,23.978,1,9.0
19,0.00,31.05,23.746,23.939,1,23.390,23.521,0,23.190,23.474,1,22.756,22.911,1,22.756,22.590,1,7.2
19,0.25,30.74,23.001,23.142,1,24.031,24.320,0,22.233,22.334,1,23.504,23.861,0,23.504,23.198,0,3.6
19,0.50,30.45,22.287,22.530,1,24.602,24.781,0,22.914,22.954,0,24.167,24.282,0,24.167,23.991,0,1.8
19,0.75,30.18,22.929,23.206,0,25.110,25.402,0,23.528,23.507,0,24.753,24.985,0,24.753,24.614,0,0.0
19,1.00,29.94,23.510,23.736,0,23.973,24.175,1,24.079,24.202,0,25.271,25.514,0,25.271,25.190,0,1.8
19,1.25,29.72,24.035,24.038,0,22.904,23.079,1,24.575,24.572,0,23.740,23.882,1,23.740,23.474,1,5.4
19,1.50,29.53,24.510,24.593,0,23.491,23.635,0,25.022,25.019,0,22.321,22.354,1,22.321,22.100,1,3.6
19,1.75,29.37,24.940,24.880,0,24.022,24.141,0,23.835,23.905,1,22.993,23.058,0,22.993,22.856,0,1.8
19,2.00,29.24,25.331,25.186,0,24.503,24.374,0,22.724,22.818,1,23.598,23.555,0,23.598,23.441,0,1.8
19,2.25,29.13,24.362,24.073,1,24.941,24.796,0,23.276,23.436,0,24.145,24.074,0,24.145,23.876,0,1.8
19,2.50,29.06,23.456,23.215,1,25.339,25.242,0,23.782,23.929,0,24.640,24.604,0,24.640,24.528,0,1.8
19,2.75,29.01,22.610,22.618,1,24.115,24.114,1,24.249,24.341,0,25.091,25.093,0,25.091,24.845,0,3.6
19,3.00,29.00,23.147,23.156,0,22.982,23.208,1,24.681,24.758,0,23.516,23.517,1,23.516,23.212,1,5.4
19,3.25,29.01,23.648,23.807,0,23.524,23.693,0,25.083,25.187,0,22.072,22.039,1,22.072,21.672,1,3.6
19,3.50,29.06,24.117,24.236,0,24.029,24.058,0,23.870,23.886,1,22.739,22.654,0,22.739,22.559,0,1.8
19,3.75,29.13,24.558,24.752,0,24.502,24.567,0,22.749,22.692,1,23.356,23.339,0,23.356,23.180,0,1.8
19,4.00,29.24,24.976,25.316,0,24.947,24.979,0,23.306,23.450,0,23.932,23.894,0,23.932,23.782,0,0.0
19,4.25,29.37,25.374,25.617,0,25.369,25.394,0,23.833,23.851,0,24.470,24.326,0,24.470,24.162,0,0.0
19,4.50,29.53,24.430,24.535,1,24.181,24.089,1,24.333,24.383,0,24.978,24.787,0,24.978,24.684,0,3.6
19,4.75,29.72,23.565,23.837,1,23.097,23.086,1,24.811,24.678,0,25.459,25.326,0,25.459,25.258,0,3.6
19,5.00,29.94,22.776,23.002,1,22.110,21.984,1,25.270,25.192,0,23.931,23.787,1,23.931,23.778,1,7.2
19,5.25,30.18,23.384,23.666,0,22.805,22.743,0,24.124,23.997,1,22.549,22.264,1,22.549,22.422,1,5.4
19,5.50,30.45,23.969,24.205,0,23.468,23.392,0,23.079,23.002,1,23.291,23.086,0,23.291,23.063,0,1.8
19,5.75,30.74,24.533,24.859,0,24.104,24.078,0,22.130,22.080,1,23.995,23.817,0,23.995,24.019,0,1.8
19,6.00,31.05,25.079,25.434,0,24.715,24.681,0,22.863,22.637,0,24.667,24.481,0,24.667,24.740,0,0.0
19,6.25,31.38,24.285,24.433,1,25.305,25.257,0,23.566,23.379,0,25.311,25.219,0,25.311,25.219,0,1.8
19,6.50,31.74,23.572,23.680,1,24.287,24.215,1,24.245,24.077,0,23.944,23.901,1,23.944,23.953,1,7.2
19,6.75,32.11,22.935,23.180,1,23.374,23.626,1,24.901,24.775,0,22.720,22.725,1,22.720,22.715,1,7.2
19,7.00,32.50,23.694,23.905,0,22.559,22.675,1,25.538,25.405,0,23.617,23.560,0,23.617,23.479,0,1.8
19,7.25,32.90,24.429,24.640,0,23.424,23.461,0,24.568,24.471,1,24.473,24.394,0,24.473,24.402,0,1.8
19,7.50,33.32,25.141,25.526,0,24.257,24.354,0,23.699,23.571,1,25.293,25.187,0,25.293,25.251,0,1.8
19,7.75,33.75,24.509,24.799,1,25.059,25.104,0,22.922,22.937,1,24.094,24.025,1,24.094,24.006,1,7.2
19,8.00,34.19,23.952,24.238,1,24.243,24.270,1,23.823,23.780,0,23.029,22.991,1,23.029,22.908,1,7.2
19,8.25,34.63,23.464,23.642,1,23.523,23.634,1,24.692,24.575,0,22.089,22.188,1,22.089,21.851,1,7.2
19,8.50,35.09,23.043,23.265,1,22.890,23.038,1,25.530,25.466,0,23.251,23.369,0,23.251,23.131,0,3.6
19,8.75,35.54,22.683,22.848,1,23.929,24.016,0,24.751,24.655,1,24.355,24.652,0,24.355,24.138,0,3.6
19,9.00,36.00,23.705,24.000,0,24.924,24.902,0,24.061,24.036,1,25.406,25.779,0,25.406,25.083,0,1.8
19,9.25,36.46,24.688,24.834,0,25.879,25.965,0,23.454,23.567,1,24.420,24.700,1,24.420,24.312,1,5.4
19,9.50,36.91,25.634,25.728,0,25.207,25.331,1,22.923,23.169,1,23.553,23.734,1,23.553,23.631,1,7.2
19,9.75,37.37,25.220,25.204,1,24.619,24.719,1,24.053,24.230,0,22.795,23.181,1,22.795,22.868,1,7.2
19,10.00,37.81,24.866,24.969,1,24.108,24.341,1,25.133,25.245,0,24.124,24.558,0,24.124,24.157,0,3.6
19,10.25,38.25,24.568,24.428,1,23.669,23.834,1,24.578,24.684,1,25.380,25.555,0,25.380,25.284,0,5.4
19,10.50,38.68,24.321,24.184,1,23.295,23.495,1,24.093,24.260,1,24.579,24.735,1,24.579,24.425,1,9.0
19,10.75,39.10,24.120,24.075,1,22.980,22.994,1,23.673,23.904,1,23.879,23.874,1,23.879,23.836,1,9.0
19,11.00,39.50,23.962,23.800,1,24.309,24.511,0,23.313,23.472,1,23.271,23.206,1,23.271,23.125,1,7.2
19,11.25,39.89,23.842,23.773,1,25.567,25.603,0,23.006,23.120,1,22.744,22.727,1,22.744,22.520,1,7.2
19,11.50,40.26,23.756,23.571,1,25.169,25.139,1,22.749,22.698,1,24.279,24.195,0,24.279,24.076,0,5.4
19,11.75,40.62,23.701,23.324,1,24.828,24.801,1,24.125,24.088,0,25.717,25.659,0,25.717,25.533,0,3.6
19,12.00,40.95,23.674,23.017,1,24.537,24.403,1,25.426,25.428,0,25.076,25.008,1,25.076,24.792,1,7.2
19,12.25,41.26,23.670,23.292,1,24.291,24.322,1,25.067,24.912,1,24.514,24.438,1,24.514,24.314,1,9.0
19,12.50,41.55,23.687,23.565,1,24.086,23.854,1,24.754,24.687,1,24.022,23.916,1,24.022,23.859,1,9.0
19,12.75,41.82,23.721,23.571,1,23.916,23.909,1,24.482,24.643,1,23.593,23.471,1,23.593,23.349,1,9.0
19,13.00,42.06,23.770,23.980,1,23.777,23.823,1,24.248,24.271,1,23.219,23.217,1,23.219,22.978,1,9.0
19,13.25,42.28,23.830,23.974,1,23.665,23.835,1,24.046,23.871,1,22.894,22.982,1,22.894,22.696,1,9.0
19,13.50,42.47,23.900,24.077,1,23.575,23.751,1,23.873,23.527,1,24.599,24.604,0,24.599,24.459,0,5.4
19,13.75,42.63,23.976,24.205,1,23.504,23.654,1,23.723,23.224,1,26.176,26.155,0,26.176,25.967,0,5.4
19,14.00,42.76,24.056,24.158,1,23.448,23.642,1,23.594,23.179,1,25.647,25.483,1,25.647,25.445,1,9.0
19,14.25,42.87,24.138,24.306,1,23.404,23.602,1,23.481,23.088,1,25.170,25.023,1,25.170,24.864,1,9.0
19,14.50,42.94,24.219,24.625,1,23.370,23.563,1,23.382,22.930,1,24.739,24.429,1,24.739,24.278,1,9.0
19,14.75,42.99,24.297,24.578,1,23.341,23.641,1,23.294,22.821,1,24.347,24.043,1,24.347,23.826,1,9.0
19,15.00,43.00,24.372,24.825,1,23.315,23.859,1,23.213,22.477,1,23.988,23.679,1,23.988,23.570,1,9.0
19,15.25,42.99,24.440,24.914,1,23.290,23.717,1,23.136,22.420,1,23.658,23.444,1,23.658,23.440,1,9.0
19,15.50,42.94,24.500,24.685,1,23.264,23.563,1,23.062,22.469,1,23.351,23.060,1,23.351,23.097,1,9.0
19,15.75,42.87,24.550,24.895,1,23.234,23.537,1,22.988,22.394,1,23.063,22.847,1,23.063,22.692,1,9.0
19,16.00,42.76,24.590,24.923,1,23.199,23.526,1,24.502,24.103,0,22.791,22.657,1,22.791,22.471,1,7.2
19,16.25,42.63,24.618,24.891,1,23.156,23.420,1,25.897,25.677,0,24.518,24.516,0,24.518,24.286,0,3.6
19,16.50,42.47,24.632,24.883,1,23.104,23.237,1,25.590,25.239,1,26.088,26.043,0,26.088,25.961,0,5.4
19,16.75,42.28,24.632,24.879,1,23.042,23.318,1,25.291,24.954,1,25.527,25.330,1,25.527,25.340,1,9.0
19,17.00,42.06,24.617,24.952,1,22.969,23.247,1,24.999,24.709,1,24.993,24.812,1,24.993,24.773,1,9.0
19,17.25,41.82,24.587,24.974,1,24.473,24.658,0,24.710,24.494,1,24.484,24.323,1,24.484,24.117,1,7.2
19,17.50,41.55,24.539,25.096,1,25.844,25.980,0,24.423,24.323,1,23.995,23.906,1,23.995,23.662,1,7.2
19,17.75,41.26,24.475,24.914,1,25.500,25.647,1,24.135,23.985,1,23.522,23.361,1,23.522,23.169,1,9.0
19,18.00,40.95,24.393,24.562,1,25.159,25.168,1,23.846,23.695,1,23.062,22.971,1,23.062,22.533,1,9.0
19,18.25,40.62,24.294,24.510,1,24.818,24.988,1,23.553,23.517,1,22.613,22.661,1,22.613,22.010,1,9.0
19,18.50,40.26,24.177,24.240,1,24.476,24.457,1,23.256,23.378,1,24.159,24.411,0,24.159,23.448,0,5.4
19,18.75,39.89,24.041,24.076,1,24.132,23.952,1,22.954,22.851,1,25.547,25.683,0,25.547,25.061,0,5.4
19,19.00,39.50,23.888,23.852,1,23.785,23.720,1,24.235,24.217,0,24.800,24.843,1,24.800,24.503,1,7.2
19,19.25,39.10,23.718,23.538,1,23.433,23.311,1,25.395,25.429,0,24.082,24.091,1,24.082,23.788,1,7.2
19,19.50,38.68,23.530,23.477,1,23.077,23.107,1,24.852,24.677,1,23.389,23.400,1,23.389,23.256,1,9.0
19,19.75,38.25,23.326,23.491,1,22.715,22.435,1,24.316,24.072,1,22.717,22.735,1,22.717,22.554,1,9.0
19,20.00,37.81,23.105,23.351,1,23.937,23.744,0,23.788,23.630,1,24.053,24.046,0,24.053,23.887,0,3.6
19,20.25,37.37,22.868,23.216,1,25.034,24.925,0,23.266,23.161,1,25.241,25.245,0,25.241,25.012,0,3.6
19,20.50,36.91,23.941,24.152,0,24.425,24.343,1,22.748,22.771,1,24.306,24.213,1,24.306,24.135,1,7.2
19,20.75,36.46,24.907,25.151,0,23.828,23.722,1,23.825,23.833,0,23.411,23.389,1,23.411,23.175,1,5.4
19,21.00,36.00,25.774,26.181,0,23.240,22.932,1,24.792,24.873,0,22.553,22.598,1,22.553,22.484,1,5.4
19,21.25,35.54,25.223,25.313,1,22.663,22.256,1,25.656,25.851,0,23.714,23.681,0,23.714,23.650,0,3.6
19,21.50,35.09,24.678,24.905,1,23.685,23.188,0,24.835,24.893,1,24.742,24.617,0,24.742,24.680,0,3.6
19,21.75,34.63,24.140,24.243,1,24.596,24.156,0,24.040,24.080,1,25.648,25.584,0,25.648,25.523,0,3.6
19,22.00,34.19,23.608,23.775,1,25.405,25.113,0,23.271,23.407,1,24.456,24.439,1,24.456,24.298,1,7.2
19,22.25,33.75,23.083,23.248,1,24.531,24.097,1,22.526,22.682,1,23.325,23.397,1,23.325,23.114,1,9.0
19,22.50,33.32,22.565,22.901,1,23.691,23.401,1,23.393,23.757,0,22.252,22.210,1,22.252,22.070,1,7.2
19,22.75,32.90,23.379,23.592,0,22.882,22.570,1,24.168,24.582,0,23.221,23.293,0,23.221,23.055,0,1.8
19,23.00,32.50,24.107,24.253,0,23.693,23.280,0,24.858,25.225,0,24.076,24.168,0,24.076,23.992,0,0.0
19,23.25,32.11,24.757,25.015,0,24.414,23.975,0,25.470,25.724,0,24.829,25.039,0,24.829,24.781,0,0.0
19,23.50,31.74,25.336,25.337,0,25.054,24.854,0,24.421,24.572,1,25.489,25.756,0,25.489,25.412,0,1.8
19,23.75,31.38,24.525,24.532,1,24.028,24.052,1,23.423,23.352,1,24.078,24.287,1,24.078,23.933,1,9.0
20,0.00,31.05,23.746,23.716,1,23.055,23.038,1,22.472,22.513,1,22.756,22.985,1,22.756,22.575,1,9.0
20,0.25,30.74,23.001,23.177,1,22.131,22.219,1,23.157,23.094,0,23.504,23.675,0,23.504,23.271,0,3.6
20,0.50,30.45,22.287,22.475,1,22.845,22.877,0,23.772,23.800,0,24.167,24.270,0,24.167,23.958,0,1.8
20,0.75,30.18,22.929,23.017,0,23.485,23.439,0,24.323,24.444,0,24.753,24.701,0,24.753,24.590,0,0.0
20,1.00,29.94,23.510,23.700,0,24.059,24.177,0,24.817,24.820,0,25.271,25.340,0,25.271,25.112,0,0.0
20,1.25,29.72,24.035,24.218,0,24.574,24.714,0,25.260,25.113,0,23.740,23.929,1,23.740,23.671,1,3.6
20,1.50,29.53,24.510,24.586,0,25.036,25.090,0,24.068,24.203,1,22.321,22.471,1,22.321,22.251,1,5.4
20,1.75,29.37,24.940,24.788,0,23.861,23.881,1,22.950,23.130,1,22.993,23.075,0,22.993,22.944,0,3.6
20,2.00,29.24,25.331,25.238,0,22.764,22.738,1,23.493,23.769,0,23.598,23.654,0,23.598,23.546,0,1.8
